date,N-tourists,Sentiment,Baidu,WS-avg,N-tourist
2023/12/18,5.626337287,-0.173179777,4.75869999,1.258705681,5.626337287
2023/12/25,5.708652009,-0.157973165,4.697978682,0.918329954,5.708652009
2024/1/1,5.569139725,-0.27397612,4.654859705,1.041392685,5.569139725
2024/1/8,5.621321715,-0.221200065,4.689610718,0.987410873,5.621321715
2024/1/15,5.70482718,-0.174148104,4.815763645,1.02413368,5.70482718
2024/1/22,5.729538964,-0.159845127,4.882479,1.219359949,5.729538964
2024/1/29,5.767161805,-0.171249576,4.86550668,0.895264649,5.767161805
2024/2/5,5.779812863,-0.131699169,4.794920035,1.079181246,5.779812863
2024/2/12,5.95679396,-0.136117259,4.748893183,0.993751051,5.95679396
2024/2/19,5.603956966,-0.148732508,4.72893786,1.029963223,5.603956966
2024/2/26,5.533652605,-0.204249836,4.745597817,1.089400411,5.533652605
2024/3/4,5.561839296,-0.246786908,4.77574876,1.118689787,5.561839296
2024/3/11,5.623498421,-0.331271524,4.714354911,1.029963223,5.623498421
2024/3/18,5.638769711,-0.392456827,4.648750213,1.063386979,5.638769711
2024/3/25,5.605856455,-0.278883455,4.635624468,0.954242509,5.605856455
2024/4/1,5.622998982,-0.137897157,4.677597829,1.128029814,5.622998982
2024/4/8,5.627925776,-0.349754929,4.599981268,0.993751051,5.627925776
2024/4/15,5.620590941,-0.290131997,4.716095204,1.073980052,5.620590941
2024/4/22,5.556494272,-0.351209853,4.745394927,1.006160309,5.556494272
2024/4/29,5.779284004,-0.358558498,4.802493224,1.052529051,5.779284004
2024/5/6,5.539851112,-0.467491271,4.592565338,1.01822482,5.539851112
2024/5/13,5.619839134,-0.348304863,4.606359865,1.073980052,5.619839134
2024/5/20,5.568077287,-0.424025577,4.635453586,0.925753972,5.568077287
2024/5/27,5.542404617,-0.467491271,4.638668928,1.109144469,5.542404617
2024/6/3,5.596783967,-0.548964313,4.685741739,1.063386979,5.596783967
2024/6/10,5.544386824,-0.445214876,4.620833282,1.02413368,5.544386824
2024/6/17,5.59477805,-0.415492994,4.596904841,1.052529051,5.59477805
2024/6/24,5.604176355,-0.418885938,4.571266162,1.01822482,5.604176355
2024/7/1,5.629268889,-0.381381322,4.575718838,0.993751051,5.629268889
2024/7/8,5.670231933,-0.32027614,4.58768852,1.02413368,5.670231933
2024/7/15,5.733745206,-0.239965388,4.672365744,1.089400411,5.733745206
2024/7/22,5.733198068,-0.258399751,4.716020047,1,5.733198068
2024/7/29,5.772718406,-0.313542757,4.650113164,0.993751051,5.772718406
2024/8/5,5.816744922,-0.276422856,4.638978187,0.918329954,5.816744922
2024/8/12,5.775335878,-0.317570246,4.734423758,0.862472136,5.775335878
2024/8/19,5.822387134,-0.370581257,4.685266889,0.918329954,5.822387134
2024/8/26,5.711163321,-0.288867675,4.621550154,0.961081934,5.711163321
2024/9/2,5.526667459,-0.306912178,4.699273904,1.123384909,5.526667459
2024/9/9,5.620068354,-0.441610752,4.581335139,0.870905304,5.620068354
2024/9/16,5.650721217,-0.309552274,4.647236224,1.052529051,5.650721217
2024/9/23,5.614612512,-0.283846874,4.638758735,0.947293649,5.614612512
2024/9/30,5.920666898,-0.285096643,4.616107757,1.159223334,5.920666898
2024/10/7,5.546574741,-0.275197765,4.537882032,1.063386979,5.546574741
2024/10/14,5.660103372,-0.263133254,4.579634997,1.089400411,5.660103372
2024/10/21,5.678012774,-0.287607023,4.629175058,1.275475891,5.678012774
2024/10/28,5.625074656,-0.313542757,4.568471607,1.188325715,5.625074656
2024/11/4,5.648778489,-0.2939472,4.580970569,1.132625565,5.648778489
2024/11/11,5.662996628,-0.217971094,4.672125578,1.035715552,5.662996628
2024/11/18,5.664257332,-0.246786908,4.704202011,1.230448921,5.664257332
2024/11/25,5.666860414,-0.204249836,4.629552302,1.159223334,5.666860414
2024/12/2,5.653324451,-0.244501142,4.64279086,1.079181246,5.653324451
2024/12/9,5.658447381,-0.272757902,4.684576087,1.192328458,5.658447381
2024/12/16,5.641293613,-0.249084768,4.823767572,1.171935299,5.641293613
2024/12/23,5.683572019,-0.228829022,4.678673131,1.180207825,5.683572019
