date,N-tourists,T_avg,Sentiment,Baidu,N-tourist
2024/1/15,5.70482718,1.284591852,-0.174148104,4.815763645,5.70482718
2024/1/22,5.729538964,1.009814982,-0.159845127,4.882479,5.729538964
2024/1/29,5.767161805,1.26245109,-0.171249576,4.86550668,5.767161805
2024/2/5,5.779812863,1.150098252,-0.131699169,4.794920035,5.779812863
2024/2/12,5.95679396,1.28780173,-0.136117259,4.748893183,5.95679396
2024/2/19,5.603956966,1.285557309,-0.148732508,4.72893786,5.603956966
2024/2/26,5.533652605,1.130333768,-0.204249836,4.745597817,5.533652605
2024/3/4,5.561839296,1.268511111,-0.246786908,4.77574876,5.561839296
2024/3/11,5.623498421,1.276133415,-0.331271524,4.714354911,5.623498421
2024/3/18,5.638769711,1.325457019,-0.392456827,4.648750213,5.638769711
2024/3/25,5.605856455,1.385095339,-0.278883455,4.635624468,5.605856455
2024/4/1,5.622998982,1.40580966,-0.137897157,4.677597829,5.622998982
2024/4/8,5.627925776,1.382017043,-0.349754929,4.599981268,5.627925776
2024/4/15,5.620590941,1.415926794,-0.290131997,4.716095204,5.620590941
2024/4/22,5.556494272,1.403855575,-0.351209853,4.745394927,5.556494272
2024/4/29,5.779284004,1.384583802,-0.358558498,4.802493224,5.779284004
2024/5/6,5.539851112,1.405077908,-0.467491271,4.592565338,5.539851112
2024/5/13,5.619839134,1.395950111,-0.348304863,4.606359865,5.619839134
2024/5/20,5.568077287,1.398683876,-0.424025577,4.635453586,5.568077287
2024/5/27,5.542404617,1.415688629,-0.467491271,4.638668928,5.542404617
2024/6/3,5.596783967,1.398436062,-0.548964313,4.685741739,5.596783967
2024/6/10,5.544386824,1.445381773,-0.445214876,4.620833282,5.544386824
2024/6/17,5.59477805,1.462397998,-0.415492994,4.596904841,5.59477805
2024/6/24,5.604176355,1.461755709,-0.418885938,4.571266162,5.604176355
2024/7/1,5.629268889,1.468136252,-0.381381322,4.575718838,5.629268889
2024/7/8,5.670231933,1.47359123,-0.32027614,4.58768852,5.670231933
2024/7/15,5.733745206,1.456366033,-0.239965388,4.672365744,5.733745206
2024/7/22,5.733198068,1.460468274,-0.258399751,4.716020047,5.733198068
2024/7/29,5.772718406,1.449147676,-0.313542757,4.650113164,5.772718406
2024/8/5,5.816744922,1.478772567,-0.276422856,4.638978187,5.816744922
2024/8/12,5.775335878,1.436843893,-0.317570246,4.734423758,5.775335878
2024/8/19,5.822387134,1.448264515,-0.370581257,4.685266889,5.822387134
2024/8/26,5.711163321,1.462611883,-0.288867675,4.621550154,5.711163321
2024/9/2,5.526667459,1.455280025,-0.306912178,4.699273904,5.526667459
2024/9/9,5.620068354,1.454409259,-0.441610752,4.581335139,5.620068354
2024/9/16,5.650721217,1.449588584,-0.309552274,4.647236224,5.650721217
2024/9/23,5.614612512,1.433426925,-0.283846874,4.638758735,5.614612512
2024/9/30,5.920666898,1.429982858,-0.285096643,4.616107757,5.920666898
2024/10/7,5.546574741,1.422777379,-0.275197765,4.537882032,5.546574741
2024/10/14,5.660103372,1.434112473,-0.263133254,4.579634997,5.660103372
2024/10/21,5.678012774,1.401892659,-0.287607023,4.629175058,5.678012774
2024/10/28,5.625074656,1.391691059,-0.313542757,4.568471607,5.625074656
2024/11/4,5.648778489,1.38175953,-0.2939472,4.580970569,5.648778489
2024/11/11,5.662996628,1.38175953,-0.217971094,4.672125578,5.662996628
2024/11/18,5.664257332,1.273166686,-0.246786908,4.704202011,5.664257332
2024/11/25,5.666860414,1.26245109,-0.204249836,4.629552302,5.666860414
2024/12/2,5.653324451,1.29666519,-0.244501142,4.64279086,5.653324451
2024/12/9,5.658447381,1.229718401,-0.272757902,4.684576087,5.658447381
2024/12/16,5.641293613,1.17979792,-0.249084768,4.823767572,5.641293613
2024/12/23,5.683572019,1.214086578,-0.228829022,4.678673131,5.683572019
